Accession	Description	Gene Symbol	Abundance_811269 	Abundance_811270 	Abundance_811271 	cytoplasm	nucleus
Q14444	Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2	CAPRIN1	3	5.77028	3	2.77028	0
P67870	Casein kinase II subunit beta OS=Homo sapiens OX=9606 GN=CSNK2B PE=1 SV=1	CSNK2B	3	5.45646	4.77568	2.45646	1.77568
P07858	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	CTSB	3	6.07321	3	3.07321	0
Q03135	Caveolin-1 OS=Homo sapiens OX=9606 GN=CAV1 PE=1 SV=4	CAV1	3	5.78499	3	2.78499	0
Q03701	CCAAT/enhancer-binding protein zeta OS=Homo sapiens OX=9606 GN=CEBPZ PE=1 SV=3	CEBPZ	4.40029	3	4.80409	-1.40029	0.403797
Q9ULM6	CCR4-NOT transcription complex subunit 6 OS=Homo sapiens OX=9606 GN=CNOT6 PE=1 SV=2	CNOT6	3	5.15014	3	2.15014	0
E5RIL2	CCR4-NOT transcription complex subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=CNOT8 PE=1 SV=1		3	5.89858	3	2.89858	0
A0A2U3TZL5	CD59 glycoprotein (Fragment) OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1		6.03597	6.03998	4.61905	0.00400987	-1.41692
Q02224	Centromere-associated protein E OS=Homo sapiens OX=9606 GN=CENPE PE=1 SV=2	CENPE	5.68264	6.11161	5.25749	0.428968	-0.425146
E9PFZ2	Ceruloplasmin OS=Homo sapiens OX=9606 GN=CP PE=1 SV=1		3	3	5.70383	0	2.70383
X6R700	Chromatin target of PRMT1 protein OS=Homo sapiens OX=9606 GN=CHTOP PE=1 SV=1	CHTOP	4.03169	3	5.6351	-1.03169	1.60341
F8WJN3	Cleavage and polyadenylation-specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=1		3.8035	5.85526	3	2.05175	-0.803502
M0R061	Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=1		3	5.55124	3	2.55124	0
A0A0C4DG79	Constitutive coactivator of PPAR-gamma-like protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=1	FAM120A	3	5.2807	3	2.2807	0
Q13098	COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4	GPS1	3	5.13621	4.84652	2.13621	1.84652
Q9UNS2	COP9 signalosome complex subunit 3 OS=Homo sapiens OX=9606 GN=COPS3 PE=1 SV=3	COPS3	4.17423	5.4112	4.85796	1.23697	0.683731
Q86X95	Corepressor interacting with RBPJ 1 OS=Homo sapiens OX=9606 GN=CIR1 PE=1 SV=1	CIR1	3	4.78529	5.04686	1.78529	2.04686
Q9NRF8	CTP synthase 2 OS=Homo sapiens OX=9606 GN=CTPS2 PE=1 SV=1	CTPS2	3	5.40497	3	2.40497	0
A0A3B3IRQ8	CTP synthase OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=1		3	5.65757	4.65911	2.65757	1.65911
B1AMN7	CTTNBP2 N-terminal-like protein (Fragment) OS=Homo sapiens OX=9606 GN=CTTNBP2NL PE=1 SV=1	CTTNBP2NL	3.76528	5.37237	3	1.60709	-0.765276
Q93034	Cullin-5 OS=Homo sapiens OX=9606 GN=CUL5 PE=1 SV=4	CUL5	3	5.53535	4.51839	2.53535	1.51839
E9PP21	Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=1		3.71651	5.6676	4.68619	1.95109	0.969688
F8VW96	Cysteine and glycine-rich protein 2 OS=Homo sapiens OX=9606 GN=CSRP2 PE=1 SV=1	CSRP2	4.56014	5.51987	5.27404	0.959732	0.713901
H3BRG4	Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC2 PE=1 SV=1		3	5.21147	3	2.21147	0
P00403	Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1	COX2	4.79166	5.5791	4.4189	0.787443	-0.372761
H3BSW6	Cytoplasmic tRNA 2-thiolation protein 2 OS=Homo sapiens OX=9606 GN=CTU2 PE=1 SV=1	CTU2	3.94955	5.61973	3.84318	1.67018	-0.10637
A0A286YFM8	D-3-phosphoglycerate dehydrogenase (Fragment) OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=1		4.22678	5.15865	4.87022	0.931872	0.643438
P61962	DDB1- and CUL4-associated factor 7 OS=Homo sapiens OX=9606 GN=DCAF7 PE=1 SV=1	DCAF7	3	5.63125	4.1629	2.63125	1.1629
A0A0A0MTI1	Delta(24)-sterol reductase OS=Homo sapiens OX=9606 GN=DHCR24 PE=1 SV=1		3.7247	5.85128	3	2.12658	-0.724699
P27487	Dipeptidyl peptidase 4 OS=Homo sapiens OX=9606 GN=DPP4 PE=1 SV=2	DPP4	5.26957	3	5.03033	-2.26957	-0.23924
Q96EY1	DnaJ homolog subfamily A member 3, mitochondrial OS=Homo sapiens OX=9606 GN=DNAJA3 PE=1 SV=2	DNAJA3	4.13204	5.53646	4.80607	1.40442	0.674033
P04844	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens OX=9606 GN=RPN2 PE=1 SV=3	RPN2	3	5.74488	3	2.74488	0
P46977	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens OX=9606 GN=STT3A PE=1 SV=2	STT3A	3.98591	5.36295	3	1.37704	-0.985907
A0A2R8Y6L5	Dual-specificity tyrosine-phosphorylation-regulated kinase 1A (Fragment) OS=Homo sapiens OX=9606 GN=DYRK1A PE=1 SV=1		3	5.49213	3	2.49213	0
Q9P0J7	E3 ubiquitin-protein ligase KCMF1 OS=Homo sapiens OX=9606 GN=KCMF1 PE=1 SV=2	KCMF1	3	5.42832	4.01961	2.42832	1.01961
A0A087X255	E3 ubiquitin-protein ligase Midline-1 OS=Homo sapiens OX=9606 GN=MID1 PE=1 SV=1	MID1	5.0983	5.06964	4.14503	-0.0286605	-0.953269
O94972	E3 ubiquitin-protein ligase TRIM37 OS=Homo sapiens OX=9606 GN=TRIM37 PE=1 SV=2	TRIM37	5.03213	5.97852	4.3681	0.946389	-0.664026
O95071	E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2	UBR5	3.80471	4.95951	3	1.1548	-0.804706
Q15075	Early endosome antigen 1 OS=Homo sapiens OX=9606 GN=EEA1 PE=1 SV=2	EEA1	3.42871	7.14609	6.67685	3.71738	3.24814
H0Y4Y4	EF-hand domain-containing protein D2 (Fragment) OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1		3	5.80243	3	2.80243	0
P30040	Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4	ERP29	3	5.25737	5.28443	2.25737	2.28443
G3V279	Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1		3	5.84487	5.60941	2.84487	2.60941
B7Z7P8	Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens OX=9606 GN=ETF1 PE=1 SV=1	ETF1	3	4.99834	5.06152	1.99834	2.06152
Q9NPD3	Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3	EXOSC4	4.56964	5.22951	4.86183	0.659864	0.29219
Q96AE4	Far upstream element-binding protein 1 OS=Homo sapiens OX=9606 GN=FUBP1 PE=1 SV=3	FUBP1	3	5.8136	5.14631	2.8136	2.14631
P02794	Ferritin heavy chain OS=Homo sapiens OX=9606 GN=FTH1 PE=1 SV=2	FTH1	3	5.59418	5.30373	2.59418	2.30373
Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4	FHL3	4.5589	5.61293	3	1.05403	-1.5589
Q92820	Gamma-glutamyl hydrolase OS=Homo sapiens OX=9606 GN=GGH PE=1 SV=2	GGH	3	5.04533	3.99859	2.04533	0.998591
Q9UGJ1	Gamma-tubulin complex component 4 OS=Homo sapiens OX=9606 GN=TUBGCP4 PE=1 SV=1	TUBGCP4	3	5.44912	3	2.44912	0
K7ELL7	Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=1	PRKCSH	3.72414	5.48048	3	1.75633	-0.724141
Q9NXS2	Glutaminyl-peptide cyclotransferase-like protein OS=Homo sapiens OX=9606 GN=QPCTL PE=1 SV=2	QPCTL	4.42223	5.35245	4.50256	0.930216	0.080333
E7ETY7	Glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX8 PE=1 SV=1	GPX8	3.8611	5.16813	4.32831	1.30703	0.467215
Q9HCN4	GPN-loop GTPase 1 OS=Homo sapiens OX=9606 GN=GPN1 PE=1 SV=1	GPN1	3	5.57354	3	2.57354	0
I1E4Y6	GRB10-interacting GYF protein 2 OS=Homo sapiens OX=9606 GN=GIGYF2 PE=1 SV=1		3	5.72014	3	2.72014	0
O60832	H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	DKC1	5.47031	5.44471	5.2517	-0.0256067	-0.218618
Q9Y450	HBS1-like protein OS=Homo sapiens OX=9606 GN=HBS1L PE=1 SV=1	HBS1L	3	4.74	3	1.74	0
Q5T3Q7	HEAT repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=HEATR1 PE=1 SV=1	HEATR1	3	3	4.81402	0	1.81402
O43301	Heat shock 70 kDa protein 12A OS=Homo sapiens OX=9606 GN=HSPA12A PE=1 SV=2	HSPA12A	4.94394	5.69692	3	0.752971	-1.94394
Q15477	Helicase SKI2W OS=Homo sapiens OX=9606 GN=SKIV2L PE=1 SV=3	SKIV2L	3	4.77146	3.9695	1.77146	0.969505
Q969F9	Hermansky-Pudlak syndrome 3 protein OS=Homo sapiens OX=9606 GN=HPS3 PE=1 SV=1	HPS3	3	4.9406	3	1.9406	0
Q13151	Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1	HNRNPA0	4.17791	3	5.32061	-1.17791	1.1427
Q92769	Histone deacetylase 2 OS=Homo sapiens OX=9606 GN=HDAC2 PE=1 SV=2	HDAC2	3	5.70958	5.60242	2.70958	2.60242
A6NDI8	Histone deacetylase 6 (Fragment) OS=Homo sapiens OX=9606 GN=HDAC6 PE=1 SV=1		4.71289	6.10876	3	1.39587	-1.71289
P07305	Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3	H1F0	4.82478	3	4.74144	-1.82478	-0.0833321
E9PC52	Histone-binding protein RBBP7 OS=Homo sapiens OX=9606 GN=RBBP7 PE=1 SV=1	RBBP7	3	5.06522	5.29671	2.06522	2.29671
A0A0G2JRQ6	Ig-like domain-containing protein (Fragment) OS=Homo sapiens OX=9606 PE=1 SV=4		6.16682	4.54447	3	-1.62235	-3.16682
A0A075B7D0	Immunoglobulin heavy variable 1/OR15-1 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=IGHV1OR15-1 PE=1 SV=1		3	5.13504	5.24524	2.13504	2.24524
Q96P70	Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3	IPO9	3	5.33697	4.45173	2.33697	1.45173
Q14573	Inositol 1,4,5-trisphosphate receptor type 3 OS=Homo sapiens OX=9606 GN=ITPR3 PE=1 SV=2	ITPR3	3.65854	5.47572	3	1.81718	-0.658544
A6XND1	Insulin-like growth factor binding protein 3 isoform b OS=Homo sapiens OX=9606 GN=IGFBP3 PE=1 SV=1	IGFBP3	3	6.07313	3	3.07313	0
O75569	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1	PRKRA	4.78657	5.3805	4.70338	0.593934	-0.083193
Q13601	KRR1 small subunit processome component homolog OS=Homo sapiens OX=9606 GN=KRR1 PE=1 SV=4	KRR1	4.59677	5.15999	4.94494	0.563226	0.348177
Q92615	La-related protein 4B OS=Homo sapiens OX=9606 GN=LARP4B PE=1 SV=3	LARP4B	3	5.36802	3	2.36802	0
Q8NC56	LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LEMD2 PE=1 SV=1	LEMD2	4.61285	4.83288	3	0.220036	-1.61285
Q8N0W3	L-fucose kinase OS=Homo sapiens OX=9606 GN=FCSK PE=1 SV=2	FUK	3.85961	5.34787	4.92037	1.48826	1.06076
C9JRJ5	LIM domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LIMD1 PE=1 SV=1		3	5.0936	3	2.0936	0
A0A5F9ZHM4	L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=4 SV=1		5.11851	5.15183	3	0.0333165	-2.11851
O95573	Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3	ACSL3	3	5.57343	3	2.57343	0
Q14114	Low-density lipoprotein receptor-related protein 8 OS=Homo sapiens OX=9606 GN=LRP8 PE=1 SV=4	LRP8	3	6.35731	5.61685	3.35731	2.61685
Q9NRZ9	Lymphoid-specific helicase OS=Homo sapiens OX=9606 GN=HELLS PE=1 SV=1	HELLS	6.06064	3	3	-3.06064	-3.06064
Q96N66	Lysophospholipid acyltransferase 7 OS=Homo sapiens OX=9606 GN=MBOAT7 PE=1 SV=2	MBOAT7	3	5.40351	4.37343	2.40351	1.37343
P10619	Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2	CTSA	3	5.36288	3	2.36288	0
A2A368	Melanoma-associated antigen B16 OS=Homo sapiens OX=9606 GN=MAGEB16 PE=4 SV=2	MAGEB16	3.92139	4.75047	5.20718	0.82908	1.28579
P01033	Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1	TIMP1	3	5.86686	3	2.86686	0
P16035	Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2	TIMP2	3	5.79035	4.51055	2.79035	1.51055
Q66K74	Microtubule-associated protein 1S OS=Homo sapiens OX=9606 GN=MAP1S PE=1 SV=2	MAP1S	3.49595	5.10661	3	1.61065	-0.495951
Q99683	Mitogen-activated protein kinase kinase kinase 5 OS=Homo sapiens OX=9606 GN=MAP3K5 PE=1 SV=1	MAP3K5	3.93294	5.38923	3	1.45629	-0.932941
O95382	Mitogen-activated protein kinase kinase kinase 6 OS=Homo sapiens OX=9606 GN=MAP3K6 PE=1 SV=3	MAP3K6	3	5.44814	3	2.44814	0
O43684	Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1	BUB3	5.35037	5.36264	4.98681	0.0122694	-0.363561
P53985	Monocarboxylate transporter 1 OS=Homo sapiens OX=9606 GN=SLC16A1 PE=1 SV=3	SLC16A1	4.24203	6.09943	3	1.8574	-1.24203
C9JJV6	Myeloid-associated differentiation marker (Fragment) OS=Homo sapiens OX=9606 GN=MYADM PE=1 SV=8		5.10096	5.30005	5.1479	0.199093	0.0469436
E5RIE3	N-acetyltransferase ESCO2 (Fragment) OS=Homo sapiens OX=9606 GN=ESCO2 PE=1 SV=1		4.82385	5.46728	6.0157	0.64343	1.19185
Q6SZW1	NAD(+) hydrolase SARM1 OS=Homo sapiens OX=9606 GN=SARM1 PE=1 SV=1	SARM1	3	4.55939	3	1.55939	0
O75489	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1	NDUFS3	3	4.83338	3	1.83338	0
Q9BXJ9	N-alpha-acetyltransferase 15, NatA auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA15 PE=1 SV=1	NAA15	3.7829	5.03581	4.74836	1.25291	0.965461
Q15758	Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2	SLC1A5	3.91047	5.70984	4.35179	1.79937	0.441315
Q00653	Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2 PE=1 SV=4	NFKB2	3	5.35311	3	2.35311	0
A0A0A0MRM9	Nucleolar and coiled-body phosphoprotein 1 (Fragment) OS=Homo sapiens OX=9606 GN=NOLC1 PE=1 SV=1		5.01382	3	4.8593	-2.01382	-0.154525
Q56VL3	OCIA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=OCIAD2 PE=1 SV=1	OCIAD2	3	5.62438	3	2.62438	0
A0A087WUD3	Oligosaccharyltransferase complex subunit OS=Homo sapiens OX=9606 GN=OSTC PE=1 SV=1	OSTC	5.25989	5.66054	4.6673	0.400644	-0.592589
P04181	Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1	OAT	4.50771	4.91456	3.82133	0.406844	-0.686378
O75475	PC4 and SFRS1-interacting protein OS=Homo sapiens OX=9606 GN=PSIP1 PE=1 SV=1	PSIP1	5.36576	5.55752	5.23654	0.191759	-0.129223
P62937	Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2	PPIA	3	5.52762	5.10798	2.52762	2.10798
A0A2R8YF45	Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=1		4.08705	5.45502	5.01638	1.36797	0.929335
P50542	Peroxisomal targeting signal 1 receptor OS=Homo sapiens OX=9606 GN=PEX5 PE=1 SV=3	PEX5	3	5.48438	3	2.48438	0
E5RIH3	PH and SEC7 domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=PSD3 PE=1 SV=1		3	5.81562	3	2.81562	0
A0A2U3TZV8	Phosphoinositide phospholipase C OS=Homo sapiens OX=9606 GN=PLCH1 PE=1 SV=1		4.10674	5.72001	4.32701	1.61327	0.220273
Q14651	Plastin-1 OS=Homo sapiens OX=9606 GN=PLS1 PE=1 SV=2	PLS1	3	4.82449	4.36178	1.82449	1.36178
Q15102	Platelet-activating factor acetylhydrolase IB subunit gamma OS=Homo sapiens OX=9606 GN=PAFAH1B3 PE=1 SV=1	PAFAH1B3	3	4.75078	4.71316	1.75078	1.71316
G3V167	Poly [ADP-ribose] polymerase OS=Homo sapiens OX=9606 GN=PARP2 PE=1 SV=1	PARP2	3	5.49435	3	2.49435	0
Q9HCS7	Pre-mRNA-splicing factor SYF1 OS=Homo sapiens OX=9606 GN=XAB2 PE=1 SV=2	XAB2	4.77014	5.73255	5.37226	0.962409	0.602119
Q9BUQ8	Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens OX=9606 GN=DDX23 PE=1 SV=3	DDX23	4.49359	5.14209	5.0946	0.648505	0.601015
Q5THR1	Probable ATP-dependent RNA helicase DHX35 OS=Homo sapiens OX=9606 GN=DHX35 PE=1 SV=1	DHX35	3	3	4.87309	0	1.87309
Q02809	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 OS=Homo sapiens OX=9606 GN=PLOD1 PE=1 SV=2	PLOD1	3	5.84736	4.81984	2.84736	1.81984
Q5VZS7	Programmed cell death protein 4 (Fragment) OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=1	PDCD4	3	5.74814	3	2.74814	0
P12273	Prolactin-inducible protein OS=Homo sapiens OX=9606 GN=PIP PE=1 SV=1	PIP	4.58035	5.15132	5.11519	0.570968	0.534842
P25788	Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2	PSMA3	3	5.72193	3	2.72193	0
P28072	Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4	PSMB6	3.82117	5.64996	3	1.82879	-0.821167
Q9H694	Protein bicaudal C homolog 1 OS=Homo sapiens OX=9606 GN=BICC1 PE=1 SV=2	BICC1	3	5.09741	3	2.09741	0
Q8WYP5	Protein ELYS OS=Homo sapiens OX=9606 GN=AHCTF1 PE=1 SV=3	AHCTF1	3	3	4.7592	0	1.7592
G3XAI9	Protein FAM133B OS=Homo sapiens OX=9606 GN=FAM133B PE=1 SV=1	FAM133B	4.32361	5.91093	5.511	1.58732	1.18738
E7ER68	Protein FAM91A1 OS=Homo sapiens OX=9606 GN=FAM91A1 PE=1 SV=1	FAM91A1	3	5.39793	3	2.39793	0
Q9BTY7	Protein HGH1 homolog OS=Homo sapiens OX=9606 GN=HGH1 PE=1 SV=1	FAM203B; FAM203A; HGH1	3	5.27022	3	2.27022	0
A0A0C4DGG1	Protein kinase C and casein kinase substrate in neurons protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=PACSIN3 PE=1 SV=1	PACSIN3	3	5.40054	3	2.40054	0
A0A494C108	Protein KRI1 homolog OS=Homo sapiens OX=9606 GN=KRI1 PE=1 SV=1		4.03649	5.73744	3	1.70095	-1.03649
Q9NUP9	Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1	LIN7C	3.76299	5.62873	3	1.86575	-0.762985
Q14690	Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3	PDCD11	3	3	5.12103	0	2.12103
B4DR61	Protein transport protein Sec61 subunit alpha isoform 1 OS=Homo sapiens OX=9606 GN=SEC61A1 PE=1 SV=1	SEC61A1	4.71427	5.26161	4.70628	0.547335	-0.00799064
P60468	Protein transport protein Sec61 subunit beta OS=Homo sapiens OX=9606 GN=SEC61B PE=1 SV=2	SEC61B	4.84258	5.8998	5.23055	1.05722	0.387968
P32322	Pyrroline-5-carboxylate reductase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PYCR1 PE=1 SV=2	PYCR1	3	6.18454	5.38414	3.18454	2.38414
C9JH92	Quinone oxidoreductase (Fragment) OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1		4.13299	5.59195	4.64331	1.45896	0.510324
Q13671	Ras and Rab interactor 1 OS=Homo sapiens OX=9606 GN=RIN1 PE=1 SV=4	RIN1	3	4.95722	3	1.95722	0
P11233	Ras-related protein Ral-A OS=Homo sapiens OX=9606 GN=RALA PE=1 SV=1	RALA	5.39824	5.0844	3	-0.313838	-2.39824
P18754	Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1	RCC1	3	3	5.20502	0	2.20502
Q5TEJ7	Replication protein A 32 kDa subunit (Fragment) OS=Homo sapiens OX=9606 GN=RPA2 PE=1 SV=1	RPA2	4.11975	6.12594	3	2.00619	-1.11975
E9PQH6	Rho-related GTP-binding protein RhoC (Fragment) OS=Homo sapiens OX=9606 GN=RHOC PE=1 SV=1		4.65044	5.25795	4.91761	0.607511	0.267177
Q9Y2P8	RNA 3'-terminal phosphate cyclase-like protein OS=Homo sapiens OX=9606 GN=RCL1 PE=1 SV=3	RCL1	3	3	4.83545	0	1.83545
O60306	RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4	AQR	3	4.64973	5.22739	1.64973	2.22739
Q9NW13	RNA-binding protein 28 OS=Homo sapiens OX=9606 GN=RBM28 PE=1 SV=3	RBM28	4.74333	3	4.52455	-1.74333	-0.21878
Q9Y5S9	RNA-binding protein 8A OS=Homo sapiens OX=9606 GN=RBM8A PE=1 SV=1	RBM8A; LOC101060541	3	3	5.49325	0	2.49325
Q9Y324	rRNA-processing protein FCF1 homolog OS=Homo sapiens OX=9606 GN=FCF1 PE=2 SV=1	FCF1	3.75246	3	4.93531	-0.752458	1.18286
A0A0A0MT55	Sarcosine dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=SARDH PE=1 SV=1		3	4.95632	3	1.95632	0
F5GYV2	Septin-10 (Fragment) OS=Homo sapiens OX=9606 GN=SEPTIN10 PE=1 SV=1		3.63634	4.72076	4.71312	1.08442	1.07678
Q9UHD8	Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9 PE=1 SV=2	SEPT9	3	3	4.90038	0	1.90038
P34896	Serine hydroxymethyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=SHMT1 PE=1 SV=1	SHMT1	4.77279	4.84074	3	0.0679573	-1.77279
H7C5Q0	Serine/Arginine-related protein 53 (Fragment) OS=Homo sapiens OX=9606 GN=RSRC1 PE=1 SV=1		3.63538	5.14759	5.47074	1.51221	1.83536
Q8IWU2	Serine/threonine-protein kinase LMTK2 OS=Homo sapiens OX=9606 GN=LMTK2 PE=1 SV=2	LMTK2	3	5.3431	3	2.3431	0
Q8NB46	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C OS=Homo sapiens OX=9606 GN=ANKRD52 PE=1 SV=3	ANKRD52	3	5.46544	3	2.46544	0
F5GXG4	Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Homo sapiens OX=9606 GN=PGAM5 PE=1 SV=1		5.22573	3	5.13267	-2.22573	-0.0930615
P02787	Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3	TF	3	5.37717	5.01555	2.37717	2.01555
Q8NEM2	SHC SH2 domain-binding protein 1 OS=Homo sapiens OX=9606 GN=SHCBP1 PE=1 SV=3	SHCBP1	3	5.8015	4.36948	2.8015	1.36948
P42224	Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=2	STAT1	3.71102	5.52591	3	1.81488	-0.711025
Q9NUQ6	SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2	SPATS2L	4.93683	5.19612	3	0.259284	-1.93683
Q15637	Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1 PE=1 SV=4	SF1	3	5.04665	5.56089	2.04665	2.56089
A0A087X1I3	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=1		5.02631	5.51922	5.16859	0.492915	0.142282
O00391	Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3	QSOX1	4.39898	5.37609	3	0.977116	-1.39898
M0R3F6	SURP and G-patch domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SUGP2 PE=1 SV=1		4.41073	5.55865	4.99143	1.14792	0.5807
O60264	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens OX=9606 GN=SMARCA5 PE=1 SV=1	SMARCA5	3	3	5.21297	0	2.21297
G5E975	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens OX=9606 GN=SMARCB1 PE=1 SV=1	SMARCB1	3	4.74999	5.31369	1.74999	2.31369
A0A2R8Y855	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Homo sapiens OX=9606 GN=SMARCE1 PE=1 SV=1		3	3	5.39941	0	2.39941
Q8N3V7	Synaptopodin OS=Homo sapiens OX=9606 GN=SYNPO PE=1 SV=2	SYNPO	5.01174	5.03415	4.35048	0.0224099	-0.661263
O00560	Syntenin-1 OS=Homo sapiens OX=9606 GN=SDCBP PE=1 SV=1	SDCBP	4.0944	5.2787	5.07575	1.1843	0.981349
Q9P273	Teneurin-3 OS=Homo sapiens OX=9606 GN=TENM3 PE=2 SV=3	TENM3	3	5.04798	3	2.04798	0
Q08629	Testican-1 OS=Homo sapiens OX=9606 GN=SPOCK1 PE=1 SV=1	SPOCK1	3	5.67929	3	2.67929	0
Q9UGI8	Testin OS=Homo sapiens OX=9606 GN=TES PE=1 SV=1	TES	4.29307	5.41284	3	1.11977	-1.29307
